,playlist,title,date,views,likes,dislikes,favs,comments,duration
0,[КОМП В МЕШКЕ],КОМП В МЕШКЕ / КОМПЬЮТЕР ИЗ ДНС ТАЩИТ - 50/50!,2020-11-19 15:36:42,761980,53379,1675,0,6138,2090
1,[КОМП В МЕШКЕ],"КОМП В МЕШКЕ / КУПИЛ СУПЕР ""ИГРОВОЙ"" ПК В МВИДЕО!",2020-08-23 16:25:29,1710315,118643,4505,0,12797,2129
2,[КОМП В МЕШКЕ],КОМП В МЕШКЕ / КАК Я КУПИЛ ИГРОВОЙ ПК DEXP В ДНС!,2020-06-26 14:00:16,2044531,122646,4998,0,33023,2138
3,[КОЛХОЗ],КОЛХОЗ / ВИДЕОКАРТА С КУЛЕРОМ И ВЕРТУШКАМИ ОТ КОРПУСА!,2019-09-14 16:28:58,207265,18837,531,0,2067,789
4,[КОЛХОЗ],КОЛХОЗ / ВНЕШНЯЯ ВИДЕОКАРТА В НОУТБУКЕ ИЗ ОБЫЧНОГО ПК!,2019-12-05 15:58:49,1011378,41889,1947,0,1743,885
5,[КОЛХОЗ],КОЛХОЗ / ИГРОВОЙ ПК БЕЗ ОХЛАЖДЕНИЯ - РЕАЛЬНО?,2020-06-06 13:19:12,235029,23821,627,0,1968,832
6,[КОЛХОЗ],"КОЛХОЗ / ПК ВНУТРИ ТЕЛЕВИЗОРА, МОНОБЛОК СВОИМИ РУКАМИ!",2020-09-10 14:51:22,233112,18095,966,0,1873,1045
7,[ОБРАЗОВАЧ],ОБРАЗОВАЧ / КАК РАЗОГНАТЬ ПРОЦЕССОР INTEL И AMD!,2021-03-06 13:38:01,102802,9013,221,0,1433,2282
8,[ОБРАЗОВАЧ],"ОБРАЗОВАЧ / ЛАГАЕТ ПК? АПГРЕЙД КОМПЬЮТЕРА ОТ ""А"" ДО ""Я""",2020-12-09 15:53:40,149884,13191,423,0,1921,1388
9,[ОБРАЗОВАЧ],ОБРАЗОВАЧ / КАК СОБРАТЬ КАСТОМНОЕ СВО (СЖО) В ПК?,2020-10-30 17:04:47,196143,9287,242,0,809,1450
10,[ОБРАЗОВАЧ],"ОБРАЗОВАЧ / РЕМОНТ НОУТБУКА САМОМУ, СТОП ДОМУШНИКАМ!",2020-08-19 14:56:07,109738,11679,289,0,1150,1165
11,[ОБРАЗОВАЧ],ОБРАЗОВАЧ / ГРЕЕТСЯ КОМПЬЮТЕР? ВСЁ ПРО ВОЗДУШНЫЕ ПОТОКИ!,2020-07-31 16:02:19,213381,17005,470,0,1878,1084
12,[ОБРАЗОВАЧ],ОБРАЗОВАЧ / КАК ВЫБРАТЬ ЛУЧШИЙ НОУТБУК ДЛЯ РАБОТЫ И ИГР?,2020-07-08 14:39:33,510811,26584,1022,0,2833,1662
13,[ОБРАЗОВАЧ],"ОБРАЗОВАЧ / ВСЯ ПРАВДА ПРО МОНИТОРЫ 60, 144 И 240 ГЦ!",2020-06-22 16:52:56,602564,38254,1563,0,3707,1005
14,[ОБРАЗОВАЧ],ОБРАЗОВАЧ / СВОЙ NAS СЕРВЕР И ВСЕ ПРО RAID МАССИВЫ!,2020-05-01 17:04:04,146707,10635,361,0,967,912
15,[ОБРАЗОВАЧ],ОБРАЗОВАЧ / ВЫБОР ТОП КЛАВИАТУРЫ ДЛЯ ИГР И РАБОТЫ!,2020-04-27 16:38:59,378864,20901,875,0,1725,1234
16,[ОБРАЗОВАЧ],ОБРАЗОВАЧ / КАК ВЫБРАТЬ ЛУЧШУЮ ИГРОВУЮ МЫШКУ?,2020-04-18 15:57:13,231412,14418,779,0,2187,959
17,[ОБРАЗОВАЧ],ОБРАЗОВАЧ / HEDT - САМЫЕ МОЩНЫЕ ПРОЦЕССОРЫ В МИРЕ!,2020-03-16 17:24:40,156322,9118,441,0,980,2385
18,[ОБРАЗОВАЧ],"ОБРАЗОВАЧ / ВЫБОР ИГРОВОЙ ВИДЕОКАРТЫ ДЛЯ ПК, AMD ИЛИ NVIDIA",2019-12-13 15:19:47,441813,26181,741,0,1591,1434
19,[ОБРАЗОВАЧ],"ОБРАЗОВАЧ / КАК УВЕЛИЧИТЬ ФПС В ИГРАХ, ОПТИМИЗАЦИЯ ПК",2019-11-21 17:29:26,711091,51719,1496,0,3958,1272
20,[ОБРАЗОВАЧ],ОБРАЗОВАЧ / ВЫБОР МОНИТОРА ДЛЯ ИГР И КАК НЕ КУПИТЬ ШЛАК!,2019-10-14 15:30:54,750774,45105,1469,0,3701,1498
21,[ОБРАЗОВАЧ],ОБРАЗОВАЧ / ВЫБОР МАТЕРИНСКОЙ ПЛАТЫ И ЕЕ ЧИПСЕТА,2019-07-19 16:52:53,617822,37086,978,0,2850,1124
22,[ПК НА ПРОКАЧКУ],ПК НА ПРОКАЧКУ / ТОП ПК ДЛЯ УЧИТЕЛЯ ШКОЛЫ!,2019-06-13 12:15:00,197927,23175,534,0,2390,2833
23,[ПК НА ПРОКАЧКУ],ПК НА ПРОКАЧКУ / ДВУХМЕТРОВЫЙ ОЛЕГ И ИГРОВОЙ ПК,2018-12-17 18:27:41,332929,43747,681,0,5165,2177
24,[ПК НА ПРОКАЧКУ],ПК НА ПРОКАЧКУ / КОМНАТА ГЕЙМЕРА ЗА 100000 РУБЛЕЙ!,2018-06-09 16:32:57,304645,17349,765,0,1570,1663
25,[СЕРВИС ПО-РУССКИ],СЕРВИС ПО-РУССКИ / САМО ПОЧИНИЛОСЬ - НО ТЫ ПЛАТИ,2018-02-21 20:03:19,895947,36616,1111,0,2674,1349
26,[ЗАКУП ПЕРИФЕРИИ],ПЕРИФЕРИЯ ДЛЯ ПК НА 15000! / ПОЛНЫЙ ЗАКУП ОТ GAMDIAS,2018-06-20 14:38:17,94483,5264,713,0,634,652
27,[ЗАКУП ПЕРИФЕРИИ],ЗАКУП ТОП ПЕРИФЕРИИ / ОБЗОР ДЕВАЙСОВ ОТ HYPERX!,2018-02-18 16:44:19,118612,4328,781,0,776,976
28,[ЗАКУП ПЕРИФЕРИИ],"ПОЛНЫЙ ЗАКУП ОТ GAMDIAS / МЫШЬ, КЛАВИАТУРА И ГАРНИТУРА",2017-12-14 15:33:07,68206,4086,408,0,484,682
29,[ЗАКУП ПЕРИФЕРИИ],"БЮДЖЕТНЫЙ ЗАКУП!  / ИГРОВАЯ МЫШЬ, КЛАВИАТУРА И КОВРИК",2017-06-14 16:45:49,120502,4144,886,0,801,732
30,[ЗАКУП ПЕРИФЕРИИ],ТОП ЗАКУП НА 30000 РУБЛЕЙ! / ПЕРИФЕРИЯ ДЛЯ ПК ОТ CORSAIR,2017-05-25 13:59:47,135662,3948,984,0,439,746
31,[ЗАКУП ПЕРИФЕРИИ],ЗАКУП К НОВОМУ ГОДУ / РАЗЛИЧНЫЕ ДЕВАЙСЫ ОТ RED SQUARE,2016-12-30 16:18:11,187937,5096,780,0,747,623
32,[МАСКИ ШОУ],МАСКИ ШОУ / ИСПОВЕДЬ ДОМУШНИКА И РЕМОНТ ПК ЗА 20К,2018-02-08 18:35:29,242126,11787,1330,0,1579,1581
33,[ДОМУШНИКИ],ДОМУШНИКИ / СОВЕСТЬ ИЛИ ДЕНЬГИ!,2021-03-04 14:45:34,236328,20875,998,0,3739,2519
34,[ДОМУШНИКИ],"ДОМУШНИКИ / У МАСТЕРА ВСЁ ШЛО ПО ПЛАНУ, НО НЕ ПО ЕГО!",2020-12-31 11:46:38,573537,53817,2014,0,6037,1933
35,[ДОМУШНИКИ],ДОМУШНИКИ / НАСТРОЙКА РОУТЕРА ЗА 24000 РУБЛЕЙ!,2020-12-15 16:27:07,558588,41741,880,0,3552,965
36,[ДОМУШНИКИ],ДОМУШНИКИ / РЕМОНТ ПК ЗА 500К РУБЛЕЙ!,2020-11-29 13:01:59,1215181,88268,2590,0,8163,1528
37,[ДОМУШНИКИ],ДОМУШНИКИ / РЕМОНТ ПК И УТИЛИЗАЦИЯ БАННЕРА!,2020-07-27 15:58:24,548004,46777,737,0,4873,1294
38,[ДОМУШНИКИ],ДОМУШНИКИ / У ВАС ПЫЛЬ В ПК - С ВАС 20К!,2020-05-13 15:03:32,927362,70304,1118,0,6163,1258
39,[ДОМУШНИКИ],"ДОМУШНИКИ / НЕТ ИНТЕРНЕТА - ЗВОНИ СЮДА, С ТЕБЯ 5К!",2020-02-21 14:17:37,713113,50175,1223,0,4444,1093
40,[ДОМУШНИКИ],ДОМУШНИКИ / ПЫЛЬНЫЙ ПК? ЗНАЧИТ ВИРУСЫ ЕСТЬ!,2020-02-08 18:01:50,904796,51243,1788,0,4906,1151
41,[ДОМУШНИКИ],ДОМУШНИКИ / ОБМАН ПРИ СБОРКЕ ИГРОВОГО ПК ЗА 5000$!,2019-11-14 16:58:52,1173164,59561,3106,0,6946,1651
42,[ДОМУШНИКИ],ДОМУШНИКИ / ПРОДАВАН И ЕГО АПГРЕЙД ПК ЗА 35К!,2019-09-19 14:58:15,963782,45772,1054,0,5094,941
43,[ДОМУШНИКИ],ДОМУШНИКИ / Я ВАМ НЕ ГРЯЗНЫЙ ПК МАСТЕР!,2019-08-27 14:32:45,1661233,78035,2236,0,9757,1992
44,[ДОМУШНИКИ],ДОМУШНИКИ / РЕМОНТ ПК ЗА 20К И ОБУЧЕНИЕ ЮЗЕРА!,2019-06-25 16:35:16,795330,46103,2172,0,19951,1141
45,[ДОМУШНИКИ],"ДОМУШНИКИ / У ПК ПРОЦЕССОР ПОТЕК, ВИДИТЕ?",2019-04-15 18:07:22,1934688,96335,3786,0,11018,1342
46,[ДОМУШНИКИ],ДОМУШНИКИ / РЕМОНТ ИГРОВОГО ПК СИЛОЙ МЫСЛИ!,2019-01-14 18:36:31,1579937,71928,2833,0,9116,1429
47,[ДОМУШНИКИ],ДОМУШНИКИ / РЕМОНТ ИГРОВОГО ПК ДЛЯ БАБУШКИ!,2018-11-23 17:03:22,1659942,77914,1895,0,7853,933
48,[ДОМУШНИКИ],"ДОМУШНИКИ / НОУТБУК, СБОРКА И ДВА КОМП. МАСТЕРА!",2018-09-20 15:22:45,1087678,48206,1481,0,10230,1480
49,[ДОМУШНИКИ],"ДОМУШНИКИ / ""ТОП"" СБОРКА ПК ЗА 30000 ОТ ЧАЙНИКА",2018-06-25 20:18:33,973456,35785,1331,0,4733,1236
50,[ДОМУШНИКИ],ДОМУШНИКИ / ГРЕЕТСЯ ПК - ДОБАВЬ ОПЕРАТИВКИ,2018-02-19 15:58:51,1664673,63950,2191,0,7799,984
51,[ДОМУШНИКИ],ДОМУШНИКИ / WINDOWS XP И РЕМОНТ ПК ЗА 10000 РУБЛЕЙ!,2017-12-21 15:33:23,1144410,39499,2536,0,4882,1645
52,[ДОМУШНИКИ],ДОМУШНИКИ / GTX 1070 ЗА 500 РУБЛЕЙ И РЕМОНТ ПК ЗА 85К,2017-11-08 18:38:22,2085821,76579,2746,0,12765,1781
53,[ДОМУШНИКИ],ДОМУШНИКИ / СМАЗКА ДЛЯ ПК И ЕГО РЕМОНТ ЗА 100000!,2017-09-24 12:56:28,1411646,53375,2038,0,5672,1242
54,[ДОМУШНИКИ],ДОМУШНИКИ / ПЕРЕГРЕВ ПК И МАСТЕР ПОД ЧЕМ-ТО,2017-08-09 15:00:35,1607936,65832,2135,0,7642,1264
55,[ДОМУШНИКИ],ДОМУШНИКИ / МОШЕННИК И ЕГО АНТИВИРУС В ИГРОВОМ ПК,2017-06-13 15:58:44,1729963,58610,2176,0,7987,1098
56,[ДОМУШНИКИ],ДОМУШНИКИ / СБОРКА ИГРОВОГО ПК И РАЗВОД НА 180К!,2017-05-10 16:17:38,3063717,95418,3913,0,9902,1602
57,[ДОМУШНИКИ],ДОМУШНИКИ / НАГЛЫЙ РАЗВОД НА 65000 РУБЛЕЙ ПРИ РЕМОНТЕ ПК,2017-04-21 12:44:53,4001698,133399,6414,0,20034,1326
58,[ДОМУШНИКИ],ДОМУШНИКИ / РЕМОНТ ПК ЗА 15000 И РАЗВОД НА ДЕНЬГИ,2017-03-14 16:00:20,2359567,91459,5303,0,10495,1375
59,[СБОРКА ИГРОВОГО ПК],СБОРКА ПК ЗА 200К РУБЛЕЙ! / ТОП СБОРКА ДЛЯ 4К ГЕЙМИНГА!,2020-12-18 16:12:00,160173,11098,732,0,2122,1350
60,[СБОРКА ИГРОВОГО ПК],СБОРКА ПК ЗА 30000 РУБЛЕЙ! / АНТИКРИЗИСНЫЙ МОНСТР :),2020-11-10 16:33:07,466583,34130,1082,0,3801,1447
61,[СБОРКА ИГРОВОГО ПК],"СБОРКА ПК ЗА 70000 РУБЛЕЙ! / НЕ ПОКУПАЙТЕ ВИДЮХУ, ЖДИТЕ RTX 3070 :)",2020-08-31 15:51:21,333149,17934,605,0,2315,18
62,[СБОРКА ИГРОВОГО ПК],"СБОРКА ПК ЗА 50000 РУБЛЕЙ! / AMD VS INTEL, КТО ЛУЧШЕ?",2020-08-12 15:43:31,641157,40095,976,0,5663,1531
63,[СБОРКА ИГРОВОГО ПК],СБОРКА ПК ЗА 40000 РУБЛЕЙ! / AMD + NVIDIA = МНОГО ФПС :),2020-05-29 14:02:19,663036,39045,997,0,4091,1172
64,[СБОРКА ИГРОВОГО ПК],СБОРКА ПК ЗА 20000 РУБЛЕЙ! / АНТИКРИЗИСНЫЙ МОНСТР :),2020-05-27 12:04:16,690675,48501,1611,0,4383,1512
65,[СБОРКА ИГРОВОГО ПК],СБОРКА ПК ЗА 70000 РУБЛЕЙ! / ТОП КОМПЬЮТЕР НА AMD!,2020-03-27 13:57:14,401044,21554,909,0,2321,1097
66,[СБОРКА ИГРОВОГО ПК],СБОРКА ПК ЗА 30000 С АВИТО! / ИГРОВОЙ КОМП НА 2020 ГОД,2019-12-21 16:52:33,366998,21941,620,0,2123,1139
67,[СБОРКА ИГРОВОГО ПК],СБОРКА ПК ЗА 100К! / ИГРОВОЙ КОМП НА INTEL И NVIDIA!,2019-12-08 16:44:58,413262,28817,830,0,3769,1156
68,[СБОРКА ИГРОВОГО ПК],СБОРКА ПК ЗА 30000 РУБЛЕЙ! / INTEL + NVIDIA VS AMD!,2019-10-21 14:21:55,738342,39562,1201,0,4824,1090
69,[СБОРКА ИГРОВОГО ПК],ТОП 10 ОШИБОК ПРИ СБОРКЕ ПК / КАК СОБРАТЬ С УМОМ?,2019-06-18 16:30:27,677879,35249,1699,0,2866,994
70,[СБОРКА ИГРОВОГО ПК],СБОРКА ПК ЗА 50000 РУБЛЕЙ! / INTEL И NVIDIA ВСЕ ЕЩЕ ТОП?,2019-05-28 17:39:00,573893,27944,1163,0,5050,1150
71,[СБОРКА ИГРОВОГО ПК],ЧУДОВИЩЕ ФРАНКЕНШТЕЙНА / СБОРКА ТОП ПК ДЛЯ ВАС!,2019-05-17 16:13:10,176065,13385,975,0,1475,591
72,[СБОРКА ИГРОВОГО ПК],СБОРКА ТОП ПК ЗА 100К РУБЛЕЙ! / КОМП НА INTEL + NVIDIA,2019-03-30 15:56:49,328399,17484,847,0,2415,1011
73,[СБОРКА ИГРОВОГО ПК],СБОРКА ПК ЗА 20000! / ИГРОВОЙ КОМП С АЛИ И АВИТО!,2019-03-19 13:55:15,594771,35007,1018,0,4156,1271
74,[СБОРКА ИГРОВОГО ПК],СБОРКА ПК ЗА 30000 РУБЛЕЙ! / ВСЕ ИГРЫ НА УЛЬТРАХ?,2019-03-06 13:31:27,959668,43900,1646,0,5442,825
75,[СБОРКА ИГРОВОГО ПК],СБОРКА ПК ЗА 500К РУБЛЕЙ! / ТОП ИГРОВОЙ КОМП В 1000D,2018-12-26 19:06:20,998062,44321,2651,0,4193,1627
76,[СБОРКА ИГРОВОГО ПК],ПК ЗА 40000 РУБЛЕЙ / МОЯ ПОСЛЕДНЯЯ СБОРКА В 2018!,2018-08-20 17:21:48,505247,21359,894,0,2907,839
77,[СБОРКА ИГРОВОГО ПК],INTEL VS AMD В СБОРКАХ ЗА 30К / i3 8100 ИЛИ R3 2200G?,2018-08-03 17:31:04,174363,11146,510,0,3939,13
78,[СБОРКА ИГРОВОГО ПК],ТОП 10 ОШИБОК ПРИ СБОРКЕ ПК / КОМПЬЮТЕР КАК ЛЕГО,2018-07-30 18:32:10,1062860,48615,2251,0,4041,841
79,[СБОРКА ИГРОВОГО ПК],ПК ЗА 30000 НА INTEL И AMD / ДВЕ СБОРКИ И ИХ VERSUS,2018-07-27 16:55:46,806559,43837,2753,0,30335,1087
80,[СБОРКА ИГРОВОГО ПК],СОБРАТЬ ИГРОВОЙ ПК ЗА 10К?! / НАРОДНЫЙ КОМП ЗА 10000 РУБЛЕЙ!,2018-07-10 13:57:36,721433,25334,1183,0,3062,1081
81,[СБОРКА ИГРОВОГО ПК],СОБРАЛ КОМПЬЮТЕР ЗА 90К ЧЕРЕЗ Ж... / ГОРЕ СБОРЩИКИ ПК!,2018-05-22 16:42:51,585840,23562,1774,0,3149,834
82,[СБОРКА ИГРОВОГО ПК],ИГРОВОЙ ПК ЗА 50000 РУБЛЕЙ! / СБОРКА НА INTEL И NVIDIA,2018-05-14 14:01:29,534056,37765,969,0,3824,903
83,[СБОРКА ИГРОВОГО ПК],СБОРКА ПК ЗА 30000 РУБЛЕЙ! / ТОП БЮДЖЕТНЫЙ КОМПЬЮТЕР,2018-02-22 18:00:57,851907,34926,1277,0,4276,847
84,[СБОРКА ИГРОВОГО ПК],ПК ЗА 300К НЕ ВКЛЮЧАЕТСЯ! / СОБРАТЬ ПК ЭТО ЛЕГКО?,2017-12-29 13:45:07,284154,13448,1025,0,1293,642
85,[СБОРКА ИГРОВОГО ПК],"КАК СОБРАТЬ КОМПЬЮТЕР? / СБОРКА ИГРОВОГО ПК ОТ ""А"" ДО ""Я""",2017-12-19 14:25:45,1864805,108870,4919,0,3567,1281
86,[СБОРКА ИГРОВОГО ПК],СБОРКА ПК ЗА 150000 РУБЛЕЙ! / ТОП ПК ДЛЯ ИГР В 2017 ГОДУ,2017-09-11 17:44:39,251276,10136,702,0,1179,878
87,[СБОРКА ИГРОВОГО ПК],КАК НЕ СОБРАТЬ УНЫЛОЕ ГОВНО? / ПРАВИЛЬНАЯ СБОРКА ПК,2016-12-28 13:49:44,527029,14594,3296,0,2801,642
88,[СБОРКА ИГРОВОГО ПК],СБОРКА ИГРОВОГО ПК ЗА 100000 РУБЛЕЙ / МОЙ НОВЫЙ ПК!,2016-11-10 11:53:09,543515,14038,1332,0,1835,908
89,[СБОРКА ИГРОВОГО ПК],СБОРКА ИГРОВОГО ПК ЗА 50000 РУБЛЕЙ / ВСЕ НА АМД,2016-10-28 17:54:52,269258,5960,938,0,881,784
90,[СБОРКА ИГРОВОГО ПК],СБОРКА ИГРОВОГО ПК ЗА 30000 РУБЛЕЙ / ОБМАНУЛИ ПРИ СБОРКЕ,2016-09-21 04:11:36,719623,22063,1757,0,2290,768
91,[РАЗРУШИТЕЛЬ МИФОВ],РАЗРУШИТЕЛЬ МИФОВ / ТОП 10 МИФОВ О ПРОЦЕССОРАХ AMD И INTEL!,2021-02-14 13:58:04,209044,19868,604,0,1823,1191
92,[РАЗРУШИТЕЛЬ МИФОВ],РАЗРУШИТЕЛЬ МИФОВ / РАЗГОН ПРОЦЕССОРА И ОПЕРАТИВНОЙ ПАМЯТИ,2020-08-20 15:25:33,156371,13095,486,0,1311,612
93,[РАЗРУШИТЕЛЬ МИФОВ],РАЗРУШИТЕЛЬ МИФОВ / ГРЕЕТСЯ ИГРОВОЙ НОУТБУК? ЕМУ ХАНА!,2020-06-17 15:00:49,548746,33401,1543,0,3481,1485
94,[РАЗРУШИТЕЛЬ МИФОВ],РАЗРУШИТЕЛЬ МИФОВ / СКОЛЬКО НУЖНО ВИДЕОПАМЯТИ В ИГРОВОМ ПК?,2020-04-30 18:26:07,165491,13198,505,0,1271,603
95,[РАЗРУШИТЕЛЬ МИФОВ],"РАЗРУШИТЕЛЬ МИФОВ / SSD ДИСК НЕ НУЖЕН, ЕСЛИ ЕСТЬ HDD!",2019-09-24 18:03:00,233621,14056,552,0,1797,619
96,[РАЗРУШИТЕЛЬ МИФОВ],РАЗРУШИТЕЛЬ МИФОВ / ОПЕРАТИВНАЯ ПАМЯТЬ И ЕЕ РАЗГОН!,2019-02-20 14:56:44,398587,20132,1137,0,2487,864
97,[РАЗРУШИТЕЛЬ МИФОВ],РАЗРУШИТЕЛЬ МИФОВ / 4 ЯДРА У ПРОЦЕССОРА И ЕГО АПГРЕЙД,2019-01-25 17:46:43,371469,19569,1046,0,3342,941
98,[РАЗРУШИТЕЛЬ МИФОВ],РАЗРУШИТЕЛЬ МИФОВ / КОМПЬЮТЕР ПОРТИТ ЗРЕНИЕ!,2018-09-04 16:53:07,160751,11764,474,0,1796,603
99,[РАЗРУШИТЕЛЬ МИФОВ],РАЗРУШИТЕЛЬ МИФОВ / АПГРЕЙД ПК НАЧИНАЕТСЯ С ВИДЕОКАРТЫ?,2018-05-26 15:55:35,344217,15683,1073,0,2079,682
100,[РАЗРУШИТЕЛЬ МИФОВ],РАЗРУШИТЕЛЬ МИФОВ / РАСКРЫТИЕ ВИДЕОКАРТЫ ПРОЦЕССОРОМ В ПК!,2018-04-15 16:08:52,597047,25489,2764,0,3197,841
101,[РАЗРУШИТЕЛЬ МИФОВ],РАЗРУШИТЕЛЬ МИФОВ / ТЕРМОПАСТА И ПЕРЕГРЕВ ПК,2018-03-21 18:14:59,733905,35261,3135,0,4127,731
102,[РАЗРУШИТЕЛЬ МИФОВ],"РАЗРУШИТЕЛЬ МИФОВ / VGA, DVI, HDMI И РАЗРЕШЕНИЕ ЭКРАНА",2017-11-02 15:48:56,637052,30167,2419,0,2230,610
103,[РАЗРУШИТЕЛЬ МИФОВ],РАЗРУШИТЕЛЬ МИФОВ / ВОДЯНОЕ ОХЛАЖДЕНИЕ В БЮДЖЕТНОМ ПК,2017-10-22 07:53:25,473312,13963,1707,0,1382,723
104,[РАЗРУШИТЕЛЬ МИФОВ],РАЗРУШИТЕЛЬ МИФОВ / СКОЛЬКО ФПС ВИДИТ ГЛАЗ?,2017-07-30 18:25:48,482484,22847,2159,0,4019,613
105,[РАЗРУШИТЕЛЬ МИФОВ],РАЗРУШИТЕЛЬ МИФОВ / ЕСТЬ ВИДЕОКАРТА - ЗНАЧИТ ПК ИГРОВОЙ?,2017-06-22 17:21:50,108365,5083,425,0,971,507
106,[РАЗРУШИТЕЛЬ МИФОВ],РАЗРУШИТЕЛЬ МИФОВ / ПРАВИЛЬНАЯ СБОРКА ИГРОВОГО ПК И ЕГО АПГРЕЙД,2017-06-05 09:10:22,146600,6306,444,0,1180,555
107,[РАЗРУШИТЕЛЬ МИФОВ],РАЗРУШИТЕЛЬ МИФОВ / ЛАЙФХАК: КАК ПРАВИЛЬНО ПОЧИСТИТЬ ПК ОТ ПЫЛИ,2017-05-04 14:49:43,1180656,34576,4378,0,2683,792
108,[РАЗРУШИТЕЛЬ МИФОВ],РАЗРУШИТЕЛЬ МИФОВ / МАТЕРИНСКАЯ ПЛАТА ДЛЯ ИГР И ЕЕ ЧИПСЕТ,2017-04-30 14:57:01,528473,17979,1016,0,1619,786
109,[РАЗРУШИТЕЛЬ МИФОВ],РАЗРУШИТЕЛЬ МИФОВ / СБОРКА ИГРОВОГО ПК БЕЗ ВИДЕОКАРТЫ?,2017-04-11 17:09:30,373667,10648,1566,0,1382,407
110,[РАЗРУШИТЕЛЬ МИФОВ],РАЗРУШИТЕЛЬ МИФОВ / ПРАВИЛЬНОЕ ОХЛАЖДЕНИЕ ПК,2017-02-22 17:14:08,668166,20028,3502,0,1830,687
111,[РАЗРУШИТЕЛЬ МИФОВ],РАЗРУШИТЕЛЬ МИФОВ / SSD ДИСК УВЕЛИЧИЛ ФПС В 5 РАЗ!,2017-01-19 14:03:38,232459,8463,1349,0,1569,703
112,[РАЗРУШИТЕЛЬ МИФОВ],РАЗРУШИТЕЛЬ МИФОВ / ЭКОНОМИМ НА СБОРКЕ ИГРОВОГО ПК,2016-12-27 17:26:20,292986,10591,1560,0,1059,656
113,[РАЗРУШИТЕЛЬ МИФОВ],РАЗРУШИТЕЛЬ МИФОВ / ТЕМПЕРАТУРА ПРОЦЕССОРА И ВИДЕОКАРТЫ,2016-12-13 15:36:24,367898,10453,4715,0,3453,996
114,[РАЗРУШИТЕЛЬ МИФОВ],РАЗРУШИТЕЛЬ МИФОВ / ВОДЯНОЕ ОХЛАЖДЕНИЕ ПРОЦЕССОРА В ПК,2016-11-21 17:06:52,454037,11438,8997,0,2357,691
115,[РАЗРУШИТЕЛЬ МИФОВ],РАЗРУШИТЕЛЬ МИФОВ / ДВЕ ВИДЕОКАРТЫ В ПК,2016-10-27 15:06:29,495450,13700,5016,0,1402,603
116,[РАЗРУШИТЕЛЬ МИФОВ],РАЗРУШИТЕЛЬ МИФОВ / ДИСКОВОДЫ И ЖЕСТКИЕ ДИСКИ ЭТО МУСОР,2016-09-10 08:50:10,286721,8187,1877,0,1132,715
117,[РАЗРУШИТЕЛЬ МИФОВ],РАЗРУШИТЕЛЬ МИФОВ / СГОРЕЛ ПК ИЗ-ЗА БЛОКА ПИТАНИЯ,2016-08-29 14:43:22,396851,10065,2145,0,1756,626
118,[РАЗРУШИТЕЛЬ МИФОВ],НЕ ХОЧЕШЬ ПОТОМСТВА - КУПИ НОУТБУК ДЛЯ ИГР ЗА 30000,2016-08-09 16:00:04,154548,6364,1419,0,679,456
119,[КОРОЛЬ ДИЗЛАЙКОВ],"КОРОЛЬ ДИЗЛАЙКОВ / АТПИСКА, УДАЛИ КАНАЛ!",2016-08-28 16:44:14,39076,2467,309,0,306,718
120,[ЖЕЛЕЗНЫЙ РЕВИЗОР],ЖЕЛЕЗНЫЙ РЕВИЗОР / ЭЛЬДОРАДО И ИХ ПК БЕЗ ПРОЦЕССОРА!,2020-10-17 15:08:14,405804,28048,1387,0,1840,997
121,[ЖЕЛЕЗНЫЙ РЕВИЗОР],ЖЕЛЕЗНЫЙ РЕВИЗОР / ЭЛЬДОРАДО БРОСИЛО ВЫЗОВ!,2020-02-29 15:28:55,786992,36110,2087,0,4654,1941
122,[ЖЕЛЕЗНЫЙ РЕВИЗОР],ЖЕЛЕЗНЫЙ РЕВИЗОР / КОНСУЛЬТАНТЫ МВИДЕО И ИХ СБОРКИ ПК!,2019-12-27 16:12:30,739061,34373,1625,0,2628,2025
123,[ЖЕЛЕЗНЫЙ РЕВИЗОР],ЖЕЛЕЗНЫЙ РЕВИЗОР / КАК Я КУПИЛ ПК ЗА 30К В ЭЛЬДОРАДО!,2019-11-07 15:29:58,2655544,133889,6481,0,10314,1494
124,[ЖЕЛЕЗНЫЙ РЕВИЗОР],ЖЕЛЕЗНЫЙ РЕВИЗОР / RTX 2050 В ДНС И СБОРКА ПК ЗА 20К!,2019-09-10 17:57:01,1038513,41835,2865,0,4014,1968
125,[ЖЕЛЕЗНЫЙ РЕВИЗОР],"ЖЕЛЕЗНЫЙ РЕВИЗОР / КОНСУЛЬТАНТЫ ДНС И ИХ ""ТОП"" СБОРКИ ПК",2019-05-10 18:42:28,886729,40967,3789,0,4008,1562
126,[ЖЕЛЕЗНЫЙ РЕВИЗОР],"ЖЕЛЕЗНЫЙ РЕВИЗОР / РАЗНОС ДНС, DEXP И КОНСУЛЬТАНТОВ!",2018-06-18 18:57:18,2100445,59990,9059,0,5147,998
127,[ЖЕЛЕЗНЫЙ РЕВИЗОР],ЖЕЛЕЗНЫЙ РЕВИЗОР / ПЯТИКАНАЛ У AMD RYZEN 5 1600!,2018-04-30 20:43:55,258780,10998,972,0,1155,1056
128,[ЖЕЛЕЗНЫЙ РЕВИЗОР],ЖЕЛЕЗНЫЙ РЕВИЗОР / GT 920M ЗА 15К В СБОРКЕ ПК ЗА 30К,2018-03-30 18:12:30,644902,22153,1088,0,1911,1010
