,playlist,title,date,views,likes,dislikes,favs,comments,duration
288,[Hi-TECH],КАК NOKIA 8 НАГНУЛ IPHONE 8 / ОБЗОР ТОП СМАРТФОНА,2017-10-28 18:30:47,313453,9536,3172,0,1707,773
289,[Hi-TECH],ИГРОВАЯ ВИДЕОКАРТА НА АВИТО / КАК ВЫБРАТЬ Б/У ЖЕЛЕЗО?,2017-10-14 15:20:19,407122,19487,2055,0,1421,781
290,[Hi-TECH],ГОТОВАЯ СБОРКА ИГРОВОГО ПК / ОБЗОР MSI INFINITE A,2017-10-06 16:10:10,232780,9749,859,0,2392,447
291,[Hi-TECH],НОУТБУК ИЛИ ПЛАНШЕТ ДЛЯ ИГР? / ЧТО НАС ЖДЕТ В БУДУЩЕМ?,2017-09-18 16:37:53,81907,4160,756,0,1198,640
292,[Hi-TECH],AMD RYZEN 5 1600X В ИГРАХ / ГОДНЫЙ АНАЛОГ INTEL CORE i5?,2017-09-13 13:10:44,249827,7863,1092,0,783,8
293,[Hi-TECH],5 ЛАЙФХАКОВ ДЛЯ УСКОРЕНИЯ РАБОТЫ ВАШЕГО НОУТБУКА!,2017-08-10 18:38:41,426446,16451,2084,0,1746,708
294,[Hi-TECH],ВЫБОР ПРОЦЕССОРА ДЛЯ ИГР / ВЫХОД AMD RYZEN 3,2017-07-19 16:59:52,218691,6963,771,0,813,517
295,[Hi-TECH],СМАРТФОН НА ВИНДЕ В 2017? / ANDROID ИЛИ WINDOWS 10 MOBILE?,2017-07-07 16:48:08,134497,4092,872,0,2745,562
296,[Hi-TECH],СБОРКА МИНИ ПК ЗА 30000 РУБЛЕЙ! / РАБОЧИЙ КУБИК РУБИКА,2017-07-01 16:16:10,198253,7190,523,0,695,500
297,[Hi-TECH],ВЫБОР ПРОЦЕССОРА INTEL ДЛЯ ИГР / КАКОЙ ПРОЦЕССОР КУПИТЬ?,2017-06-30 12:59:37,313677,12015,888,0,1364,478
298,[Hi-TECH],ОПЕРАТИВНАЯ ПАМЯТЬ ДЛЯ ИГР? / СБОРКА ПК С УМОМ!,2017-06-15 16:58:31,1123806,48817,2642,0,4064,782
299,[Hi-TECH],"ЖДЕМ i9 И AMD RYZEN 9! / INTEL CORE i3, i5 И i7 В ПРОШЛОМ!",2017-05-17 11:01:58,158477,5959,553,0,1048,468
300,[Hi-TECH],ВЫБОР МОНИТОРА ДЛЯ ИГР / КАК РАЗВОДЯТ КОНСУЛЬТАНТЫ,2017-05-15 16:33:41,853056,31556,4288,0,4490,713
301,[Hi-TECH],БЮДЖЕТНАЯ ВИДЕОКАРТА ДЛЯ ИГР В 2017 / ТАЩИТ В КС ГО И ГТА5?,2017-04-24 16:31:13,385866,8503,1033,0,746,523
302,[Hi-TECH],ЛАЙФХАК: ДЕЛАЕМ ИЗ ПК КОНСОЛЬ / PS4 БОЛЬШЕ НЕ НУЖНА?,2017-04-23 17:18:49,279033,8796,3575,0,2810,485
303,[Hi-TECH],AMD RYZEN ТАЩАТ? / INTEL НЕКРАСИВО ПОСТУПИЛИ С АМД,2017-03-12 10:20:49,236082,8939,1312,0,1091,468
304,[Hi-TECH],ЛУЧШАЯ ВИДЕОКАРТА ДЛЯ ИГР В 2017 / GTX 1080 TI ОБВАЛИЛА ЦЕНЫ,2017-03-07 16:45:18,313433,7086,1068,0,863,662
305,[Hi-TECH],БЮДЖЕТНАЯ ВИДЕОКАРТА ДЛЯ КС ГО И ИГР / GT 210 В 2017 ГОДУ,2017-03-04 10:20:25,300375,8300,1292,0,1724,603
306,[Hi-TECH],ВЫБОР КОРПУСА И БЛОКА ПИТАНИЯ ДЛЯ КОМПЬЮТЕРА,2017-03-01 09:52:15,245588,8370,1121,0,1098,664
307,[Hi-TECH],ВИДЕОКАРТА ДЛЯ ИГР / GTX 1050 ЭТО ТОП ДЛЯ СБОРКИ ПК?,2017-02-21 18:55:35,596734,14708,946,0,2230,497
308,[Hi-TECH],ТАК ЛИ ПЛОХ АМД? / ОБЗОР ВИДЕОКАРТЫ ASUS ROG STRIX RX 470,2017-02-16 08:21:34,248650,8036,1119,0,1258,669
309,[Hi-TECH],КАК ВЫБРАТЬ НОУТБУК ДЛЯ ИГР И ДОМА? (ЧАСТЬ 2),2017-02-10 12:13:56,116535,4835,725,0,779,709
310,[Hi-TECH],КАК ВЫБРАТЬ НОУТБУК ДЛЯ ИГР И ДОМА? (ЧАСТЬ 1),2017-02-07 15:20:18,204761,6560,1191,0,905,611
311,[Hi-TECH],ПОЧЕМУ ЖЕ IPHONE 7 ДНИЩЕ? / АЙФОН 7 СКАТИЛСЯ,2017-01-17 17:38:53,141618,6481,1706,0,1271,603
312,[Hi-TECH],МАКБУК ЗА 100000 РУБЛЕЙ / ПЕЧАТНАЯ МАШИНКА ОТ APPLE!,2017-01-12 07:48:13,281799,13224,5402,0,2548,621
313,[Hi-TECH],КАК КУПИТЬ Б/У КОМПЬЮТЕР НА АВИТО / ПК С АВИТО?,2016-12-19 11:39:51,430091,14058,1900,0,1158,11
314,[Hi-TECH],КАК НАГИБАТЬ С ИГРОВОЙ МЫШКОЙ / ИГРОВАЯ МЫШЬ ДЛЯ CS:GO,2016-11-24 16:26:09,237794,6350,1151,0,2215,604
315,[Hi-TECH],КОНСОЛЬ ИЛИ ПК / ПК-БОЯРЕ ИЛИ СОСНОЛЬЩИКИ,2016-10-20 12:26:04,210685,9400,4133,0,5259,649
316,[Hi-TECH],ИГРОВОЙ РУЛЬ ДЛЯ ПК DEFENDER FORSAGE SPORT / РУЛИТЬ УЖЕ НЕ МОДНО?!,2016-09-03 07:59:49,63901,1314,301,0,189,613
317,[Hi-TECH],Собрать игровой компьютер 2016,2015-03-17 02:26:53,27356,874,67,0,90,2189
